title,description,category,wholesale_price,selling_price,mrp,stock,gst_percent,hsn_code,image_url_1,image_url_2,image_url_3,is_active
"Longway Kwid Light Weight Dry Iron (1100W, Black) - 1 unit","Longway Kwid Light Weight Dry Iron (1100W, Black) ? energy-efficient lighting solution for home and office use.",Electronics,853,827,879,10,18,8543,,,,
"Longway Sage Juicer Mixer Grinder (500 W, Gray) - 1 set","Longway Sage Juicer Mixer Grinder (500 W, Gray) built for reliable daily home use with energy-efficient performance.",Electronics,"2,618","2,539","2,699",10,18,8543,,,,
L'Oreal Paris Casting Creme Gloss 400 Creme Hair Colour (Dark Brown) - 20 g + 20 ml + 5 g,"L'Oreal Paris Casting Creme Gloss 400 Creme Hair Colour (Dark Brown) ? enriched hair care formula for stronger and more vibrant hair, 20 g + 20 ml + 5 g.",Beauty,261,253,269,10,18,3304,,,,
L'Oreal Paris Casting Creme Gloss Creme Hair Colour (500 Medium Brown) - 20 g + 20 ml + 5 g,"L'Oreal Paris Casting Creme Gloss Creme Hair Colour (500 Medium Brown) ? enriched hair care formula for stronger and more vibrant hair, 20 g + 20 ml + 5 g.",Beauty,261,253,269,10,18,3304,,,,
L'Oreal Paris Color Protect Shampoo - 340 ML,"L'Oreal Paris Color Protect Shampoo ? nourishing formula for healthy, strong and shiny hair, 340 ML.",Beauty,436,423,450,10,18,3304,,,,
L'Oreal Paris Extraordinary Oil Nourishing Shampoo For Dry & Dull Hair - 650 ml,"L'Oreal Paris Extraordinary Oil Nourishing Shampoo For Dry & Dull Hair ? pure cooking oil ideal for healthy and flavourful everyday cooking, 650 ml.",Beauty,999,969,"1,030",10,18,3304,,,,
L'Oreal Paris Glycolic Gloss Shine Glazing Acidifier Spray - 100 ml,"L'Oreal Paris Glycolic Gloss Shine Glazing Acidifier Spray ? quality product for everyday use, 100 ml.",Groceries,630,611,649,10,,,,,,
L'Oreal Paris Hyaluron Moisture 72H Moisture Filling Shampoo - 340 ML,"L'Oreal Paris Hyaluron Moisture 72H Moisture Filling Shampoo ? nourishing formula for healthy, strong and shiny hair, 340 ML.",Beauty,503,488,519,10,18,3304,,,,
L'Oreal Paris Hyaluron Moisture Conditioner - 386 ml,"L'Oreal Paris Hyaluron Moisture Conditioner ? nourishing formula for healthy, strong and shiny hair, 386 ml.",Beauty,484,470,499,10,18,3304,,,,
L'Oreal Paris Hyaluron Pure 72H Purifying Shampoo - 200 ML,"L'Oreal Paris Hyaluron Pure 72H Purifying Shampoo ? nourishing formula for healthy, strong and shiny hair, 200 ML.",Beauty,223,216,230,10,18,3304,,,,
L'Oreal Paris Total Repair 5 Shampoo - 340 ML,"L'Oreal Paris Total Repair 5 Shampoo ? nourishing formula for healthy, strong and shiny hair, 340 ML.",Beauty,403,390,415,10,18,3304,,,,
L'Oreal Paris Total Repair 5 Shampoo - 650.0 ml,"L'Oreal Paris Total Repair 5 Shampoo ? nourishing formula for healthy, strong and shiny hair, 650.0 ml.",Beauty,999,969,"1,030",10,18,3304,,,,
L'Or?al Professionnel Frizz Care Hair Serum - Liss Unlimited - 125 ML,"L'Or?al Professionnel Frizz Care Hair Serum ? advanced skincare formula for radiant and healthy-looking skin, Liss Unlimited.",Beauty,"1,164","1,129","1,200",10,18,3304,,,,
L'Or?al Professionnel Frizzy Hair Mask - Liss Unlimited - 250 g,"L'Or?al Professionnel Frizzy Hair Mask ? protective face mask for safe and comfortable wear, Liss Unlimited.",Health & Wellness,960,931,990,10,12,3005,,,,
Lotte Choco Pie - 12 units - 336 g,"Lotte Choco Pie ? quality product for everyday use, 12 units.",Groceries,175,169,180,10,,,,,,
Lotte Choco Pie (Real Orange) - 336 GM,"Lotte Choco Pie (Real Orange) ? quality product for everyday use, 336 GM.",Groceries,155,151,160,10,,,,,,
Lotte Choco Pie - 168 GM,"Lotte Choco Pie ? quality product for everyday use, 168 GM.",Groceries,85,83,88,10,,,,,,
Lotte Choco Pie - 6 PIECE,"Lotte Choco Pie ? quality product for everyday use, 6 PIECE.",Groceries,116,113,120,10,,,,,,
Lotte Koala March Strawberry Biscuit - 37 g,"Lotte Koala March Strawberry Biscuit ? crispy and delicious snack perfect for anytime munching, 37 g.",Groceries,87,85,90,10,18,1806,,,,
Lotus Biscoff Caramelized Cookies - 75 g,"Lotus Biscoff Caramelized Cookies ? crispy and delicious snack perfect for anytime munching, 75 g.",Groceries,29,28,30,10,18,1806,,,,
Lotus Herbals White Glow Insta Glow 1 Fairness Facial Kit - 40 GM,"Lotus Herbals White Glow Insta Glow 1 Fairness Facial Kit ? effective protection against mosquitoes and insects for a peaceful night, 40 GM.",Beauty,315,306,325,10,18,3304,,,,
Lotus Hot n Sweet Chilli Makhana Pops - 50 g,"Lotus Hot n Sweet Chilli Makhana Pops ? freshly ground spice blend to add authentic flavour to your cooking, 50 g.",Groceries,48,47,50,10,18,1806,,,,
Lotus Peri Peri Flavoured Makhana - 55 g,"Lotus Peri Peri Flavoured Makhana ? quality product for everyday use, 55 g.",Groceries,146,141,150,10,18,1806,,,,
Lotus Raw Makhana - 100 g,"Lotus Raw Makhana ? quality product for everyday use, 100 g.",Groceries,223,216,230,10,18,1806,,,,
"Love Beauty & Planet Jojoba oil, Hibiscus & Pentavitin Shampoo - 200 ml","Love Beauty & Planet Jojoba oil, Hibiscus & Pentavitin Shampoo ? pure cooking oil ideal for healthy and flavourful everyday cooking, 200 ml.",Beauty,417,405,430,10,18,3304,,,,
Love Skin Bath Loofah (Red) - 1 piece,"Love Skin Bath Loofah (Red) ? quality product for everyday use, 1 piece.",Groceries,193,187,199,10,,,,,,
LuvLap Regular Pant Style Baby Diaper (L) - 1 pack (62 pieces),"LuvLap Regular Pant Style Baby Diaper (L) ? gentle and safe product designed for your little one's comfort, 1 pack (62 pieces).",Health & Wellness,969,940,999,10,12,3401,,,,
LuvLap Regular Pant Style Baby Diaper (XL) - 1 pack (54 pieces),"LuvLap Regular Pant Style Baby Diaper (XL) ? gentle and safe product designed for your little one's comfort, 1 pack (54 pieces).",Health & Wellness,969,940,999,10,12,3401,,,,
LuvLap Slim Neck Baby Feeding Bottle - Slow Flow 0+M (125 ml) - 1 piece,"LuvLap Slim Neck Baby Feeding Bottle ? gentle and safe product designed for your little one's comfort, Slow Flow 0+M (125 ml).",Health & Wellness,121,118,125,10,12,3401,,,,
LuvLap Supreme Pant Style Baby Diaper (M) - 72 PIECE,"LuvLap Supreme Pant Style Baby Diaper (M) ? gentle and safe product designed for your little one's comfort, 72 PIECE.",Health & Wellness,"1,454","1,410","1,499",10,12,3401,,,,
"LuvLap Wide Neck Feeding Nipple Slow Flow, 0m+ - 1 pack (2 pieces)","LuvLap Wide Neck Feeding Nipple Slow Flow, 0m+ ? quality product for everyday use, 1 pack (2 pieces).",Groceries,112,108,115,10,,,,,,
Lux Black Orchid Scent & Juniper Oil - 245 ml,"Lux Black Orchid Scent & Juniper Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 245 ml.",Beauty,96,93,99,10,18,3304,,,,
Lux Lavender & Vitamin C Brightening Body Wash - 400 ml,"Lux Lavender & Vitamin C Brightening Body Wash ? nutritional supplement to support your health and wellness goals, 400 ml.",Beauty,344,334,355,10,18,3304,,,,
Lux Magical Orchid Body Wash (Black Orchid & Juniper Oil) - 750 ml,"Lux Magical Orchid Body Wash (Black Orchid & Juniper Oil) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 750 ml.",Beauty,388,376,400,10,18,3304,,,,
Lux Nitro AeroComfi Men's Trunks (Black) - 1 piece,"Lux Nitro AeroComfi Men's Trunks (Black) ? long-lasting fragrance to keep your home smelling fresh and pleasant, 1 piece.",Beauty,310,301,320,10,18,3304,,,,
Lux Radiant Glow Rose Soap - 750 GM,"Lux Radiant Glow Rose Soap ? effective cleansing formula for soft and fresh skin, 750 GM.",Beauty,308,299,318,10,18,3304,,,,
Lux Sandalwood Oil & Tuberose Scent Body Wash - 245 ml,"Lux Sandalwood Oil & Tuberose Scent Body Wash ? pure cooking oil ideal for healthy and flavourful everyday cooking, 245 ml.",Fashion,106,103,109,10,12,6204,,,,
Luxor Smart Artist Art Kit - 1 set,"Luxor Smart Artist Art Kit ? quality product for everyday use, 1 set.",Beauty,484,470,499,10,18,3304,,,,
"Mad Over Print Men's Kurta (Regular Fit, White) - M - 1 piece","Mad Over Print Men's Kurta (Regular Fit, White) ? effective protection against mosquitoes and insects for a peaceful night, M.",Fashion,901,874,929,10,12,6204,,,,
"Mad Over Print Men's Kurta (Straight Fit, White) - L - 1 piece","Mad Over Print Men's Kurta (Straight Fit, White) ? effective protection against mosquitoes and insects for a peaceful night, L.",Fashion,901,874,929,10,12,6204,,,,
"Mad Over Print Men's Kurta (Straight Fit, White) - XL - 1 piece","Mad Over Print Men's Kurta (Straight Fit, White) ? effective protection against mosquitoes and insects for a peaceful night, XL.",Fashion,901,874,929,10,12,6204,,,,
Madhur Pure & Hygienic Sulphurless Sugar (M30) - 5 kg,"Madhur Pure & Hygienic Sulphurless Sugar (M30) ? natural sweetener for everyday use in food and beverages, 5 kg.",Groceries,306,296,315,10,5,1701,,,,
Madhur Pure & Hygienic Sulphurless Sugar - 1 kg,"Madhur Pure & Hygienic Sulphurless Sugar ? natural sweetener for everyday use in food and beverages, 1 kg.",Groceries,63,61,65,10,5,1701,,,,
Madhur Pure & Hygienic Sulphurless Sugar - 1 kg,"Madhur Pure & Hygienic Sulphurless Sugar ? natural sweetener for everyday use in food and beverages, 1 kg.",Groceries,58,56,60,10,5,1701,,,,
Maggi 2 - Minute Instant Noodles Made With Quality Spices - 900 GM,"Maggi 2 ? quality product for everyday use, Minute Instant Noodles Made With Quality Spices.",Groceries,175,169,180,10,5,910,,,,
Maggi 2 Minutes Instant Noodles Made With Quality Spices - 450 GM,"Maggi 2 Minutes Instant Noodles Made With Quality Spices ? freshly ground spice blend to add authentic flavour to your cooking, 450 GM.",Groceries,81,79,84,10,5,910,,,,
Maggi Double Masala Instant Noodles - 95 g,"Maggi Double Masala Instant Noodles ? freshly ground spice blend to add authentic flavour to your cooking, 95 g.",Groceries,19,19,20,10,5,910,,,,
Maggi Hot & Sweet Tomato Chilli Ketchup 200 g - 200 g,"Maggi Hot & Sweet Tomato Chilli Ketchup 200 g ? tangy and flavourful accompaniment to elevate every meal, 200 g.",Groceries,73,71,75,10,5,910,,,,
Maggi Masala - 2 Minutes Instant Noodles Made With Quality Spices - 300 GM,"Maggi Masala ? freshly ground spice blend to add authentic flavour to your cooking, 2 Minutes Instant Noodles Made With Quality Spices.",Groceries,56,55,58,10,5,910,,,,
MAGGI Masala Cuppa Noodles - 70.5 g,"MAGGI Masala Cuppa Noodles ? freshly ground spice blend to add authentic flavour to your cooking, 70.5 g.",Groceries,53,52,55,10,5,910,,,,
Maggi Masala-ae-Magic Sabzi Masala - 72 GM,"Maggi Masala-ae-Magic Sabzi Masala ? freshly ground spice blend to add authentic flavour to your cooking, 72 GM.",Groceries,58,56,60,10,5,910,,,,
Maggi Noodles with Free Limited Edition Bowl - 900 g,"Maggi Noodles with Free Limited Edition Bowl ? quality kitchenware for everyday cooking and dining, 900 g.",Groceries,193,187,199,10,12,2106,,,,
Maggi Rich Tomato Ketchup - 190 g,"Maggi Rich Tomato Ketchup ? tangy and flavourful accompaniment to elevate every meal, 190 g.",Groceries,68,66,70,10,5,910,,,,
Maggi Spicy Green Chilli Instant Noodles - 248 g,"Maggi Spicy Green Chilli Instant Noodles ? freshly ground spice blend to add authentic flavour to your cooking, 248 g.",Groceries,97,94,100,10,5,910,,,,
Maggi Spicy Manchurian Instant Noodles - 244 g,"Maggi Spicy Manchurian Instant Noodles ? quality product for everyday use, 244 g.",Groceries,97,94,100,10,12,2106,,,,
Maggi Veg Atta Instant Noodles - 72.5 g,"Maggi Veg Atta Instant Noodles ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 72.5 g.",Groceries,29,28,30,10,5,1101,,,,
"Majik Plastic Banana Container (Light Yellow, 2 pcs) - 1 Pack (2 pieces)","Majik Plastic Banana Container (Light Yellow, 2 pcs) ? energy-efficient lighting solution for home and office use.",Groceries,290,281,299,10,,,,,,
MAKBRO Rechargeable Electric Gas Lighter (Stainless Steel) - 1 unit,MAKBRO Rechargeable Electric Gas Lighter (Stainless Steel) ? energy-efficient lighting solution for home and office use.,Groceries,581,564,599,10,,,,,,
Makhmal Non-Toxic Holi Gulal (Orange) by Cock - 80 GM,"Makhmal Non-Toxic Holi Gulal (Orange) by Cock ? quality product for everyday use, 80 GM.",Groceries,77,74,79,10,,,,,,
Mamaearth Glow Serum Foundation (Ivory Glow 01)(Tube) - 18 ml,"Mamaearth Glow Serum Foundation (Ivory Glow 01)(Tube) ? advanced skincare formula for radiant and healthy-looking skin, 18 ml.",Beauty,339,328,349,10,18,3304,,,,
Mamaearth Moisturizing Baby Soap (0+ months)(Carton) - 150 GM,"Mamaearth Moisturizing Baby Soap (0+ months)(Carton) ? effective cleansing formula for soft and fresh skin, 150 GM.",Health & Wellness,214,208,221,10,12,3401,,,,
Mamaearth Natural Breathe Easy Vapour Patches - 1 pack (5 pieces),"Mamaearth Natural Breathe Easy Vapour Patches ? quality product for everyday use, 1 pack (5 pieces).",Groceries,212,206,219,10,,,,,,
Mamaearth Nourishing Natural Eye Lip & Cheek Tint (Beet Red 01) - 4 g,"Mamaearth Nourishing Natural Eye Lip & Cheek Tint (Beet Red 01) ? quality product for everyday use, 4 g.",Groceries,387,375,399,10,5,910,,,,
Mamaearth Rosemary Growth Hair Oil - 150 ML,"Mamaearth Rosemary Growth Hair Oil ? pure cooking oil ideal for healthy and flavourful everyday cooking, 150 ML.",Beauty,361,350,372,10,18,3304,,,,
MamyPoko Pants All Night Absorb Pant Style Baby Diaper - 34 pieces,"MamyPoko Pants All Night Absorb Pant Style Baby Diaper ? gentle and safe product designed for your little one's comfort, 34 pieces.",Fashion,545,529,562,10,12,6204,,,,
MamyPoko Pants All Night Absorb Pant Style Baby Diaper - 70 pieces,"MamyPoko Pants All Night Absorb Pant Style Baby Diaper ? gentle and safe product designed for your little one's comfort, 70 pieces.",Fashion,818,793,843,10,12,6204,,,,
MamyPoko Pants Extra Absorb Baby Diaper - 1 pack (52 pieces),"MamyPoko Pants Extra Absorb Baby Diaper ? gentle and safe product designed for your little one's comfort, 1 pack (52 pieces).",Fashion,"1,357","1,316","1,399",10,12,6204,,,,
MamyPoko Pants Extra Absorb Baby Diaper - 52 PIECE,"MamyPoko Pants Extra Absorb Baby Diaper ? gentle and safe product designed for your little one's comfort, 52 PIECE.",Fashion,"1,273","1,234","1,312",10,12,6204,,,,
MamyPoko Pants Extra Absorb Pant Style Baby Diaper - 64 PIECE,"MamyPoko Pants Extra Absorb Pant Style Baby Diaper ? gentle and safe product designed for your little one's comfort, 64 PIECE.",Fashion,"1,273","1,234","1,312",10,12,6204,,,,
Manforce Epic Pleasure Long Lasting Raspberry Condom - 1 pack (3 pieces),"Manforce Epic Pleasure Long Lasting Raspberry Condom ? quality product for everyday use, 1 pack (3 pieces).",Groceries,78,75,80,10,,,,,,
Manforce Epic Thin X Ultra-thin Condom - 1 pack (10 pieces),"Manforce Epic Thin X Ultra-thin Condom ? quality product for everyday use, 1 pack (10 pieces).",Groceries,485,470,500,10,,,,,,
Manforce Epic ThinX Overloaded Extra Lube Ultra Thin Condom - 1 unit,"Manforce Epic ThinX Overloaded Extra Lube Ultra Thin Condom ? quality product for everyday use, 1 unit.",Groceries,155,151,160,10,,,,,,
Manforce Extra Dotted Condom - Litchi Flavour(Discreet Packaging) - 10 PIECE,"Manforce Extra Dotted Condom ? quality product for everyday use, Litchi Flavour(Discreet Packaging).",Groceries,126,122,130,10,,,,,,
Mangaldeep 3 in 1 Scent Incense Sticks / Agarbatti - 213 g,"Mangaldeep 3 in 1 Scent Incense Sticks / Agarbatti ? beautiful addition to your home or prayer space, 213 g.",Home,121,118,125,10,12,3926,,,,
Mangaldeep Bambooless Dry Dhoop Cones (Loban) - 230 g,"Mangaldeep Bambooless Dry Dhoop Cones (Loban) ? beautiful addition to your home or prayer space, 230 g.",Home,145,141,150,10,12,3926,,,,
Mango Burfi by Chitale - 250 g,"Mango Burfi by Chitale ? effective protection against mosquitoes and insects for a peaceful night, 250 g.",Groceries,228,221,235,10,,,,,,
Mango Chana Dal - 500 g,"Mango Chana Dal ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Diamond Mishri - 100 GM,"Mango Diamond Mishri ? quality product for everyday use, 100 GM.",Groceries,20,20,21,10,,,,,,
Mango Kabuli Chana (Big) - 500 g,"Mango Kabuli Chana (Big) ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Kalakand by Lal - 200 g,"Mango Kalakand by Lal ? quality product for everyday use, 200 g.",Groceries,170,165,175,10,,,,,,
Mango Kashmiri Red Rajma - 500 g,"Mango Kashmiri Red Rajma ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Kodra/Kodo Millet - 500 g,"Mango Kodra/Kodo Millet ? quality product for everyday use, 500 g.",Groceries,96,93,99,10,5,1101,,,,
Mango Masoor Dal - 500 g,"Mango Masoor Dal ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Mix Dal - 500 g,"Mango Mix Dal ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Mysore Pak by Sweet Karam Coffee - 100 g,"Mango Mysore Pak by Sweet Karam Coffee ? aromatic and refreshing brew to energise your day, 100 g.",Groceries,145,140,149,10,,,,,,
Mango Pachmel Mix Dal - 500 g,"Mango Pachmel Mix Dal ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Pemium Sabudana - 500 g,"Mango Pemium Sabudana ? quality product for everyday use, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Popcorn Kernels /Makki Dana - 200 GM,"Mango Popcorn Kernels /Makki Dana ? crispy and delicious snack perfect for anytime munching, 200 GM.",Groceries,48,46,49,10,5,1101,,,,
Mango Premiuim Singhara Flour - 200 GM,"Mango Premiuim Singhara Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 200 GM.",Groceries,86,84,89,10,5,1101,,,,
Mango Premiuim Singhara Flour - 500 g,"Mango Premiuim Singhara Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,96,93,99,10,5,1101,,,,
Mango Premium Bajra Flour - 500 g,"Mango Premium Bajra Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,48,46,49,10,5,1101,,,,
Mango Premium Barley Flour - 500 g,"Mango Premium Barley Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,48,46,49,10,5,1101,,,,
Mango Premium Besan - 500 g,"Mango Premium Besan ? quality product for everyday use, 500 g.",Groceries,77,74,79,10,5,1101,,,,
Mango Premium Desi Kala Chana - 500 g,"Mango Premium Desi Kala Chana ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Desi Kala Chana Big - 500 g,"Mango Premium Desi Kala Chana Big ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Desi Moong Big - 500 g,"Mango Premium Desi Moong Big ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Desi Toor Dal / Arhar Dal - 500 g,"Mango Premium Desi Toor Dal / Arhar Dal ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Premium Gujarat - 17 Everyday Rice - 5 Kg,"Mango Premium Gujarat ? quality product for everyday use, 17 Everyday Rice.",Groceries,581,564,599,10,5,1101,,,,
Mango Premium Jeera Rice - 5 kg,"Mango Premium Jeera Rice ? premium quality rice with long grains, ideal for everyday meals, 5 kg.",Groceries,678,658,699,10,5,1101,,,,
Mango Premium Jeerasar Rice - 5 kg,"Mango Premium Jeerasar Rice ? premium quality rice with long grains, ideal for everyday meals, 5 kg.",Groceries,581,564,599,10,5,1101,,,,
Mango Premium Masoori Masuri Rice - 1 kg,"Mango Premium Masoori Masuri Rice ? premium quality rice with long grains, ideal for everyday meals, 1 kg.",Groceries,145,140,149,10,5,1101,,,,
Mango Premium Moong Dal (Chilka) - 500 g,"Mango Premium Moong Dal (Chilka) ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Oily Toor Dal - 1 kg,"Mango Premium Oily Toor Dal ? pure cooking oil ideal for healthy and flavourful everyday cooking, 1 kg.",Groceries,242,234,249,10,5,1101,,,,
Mango Premium Oily Toor Dal - 500 g,"Mango Premium Oily Toor Dal ? pure cooking oil ideal for healthy and flavourful everyday cooking, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Premium Ragi Flour - 500 g,"Mango Premium Ragi Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,48,46,49,10,5,1101,,,,
Mango Premium Rajgira Flour - 500 g,"Mango Premium Rajgira Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Rice Flour - 500 g,"Mango Premium Rice Flour ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,48,46,49,10,5,1101,,,,
Mango Premium Samak/Barnyard Millet/Moraiya - 500 g,"Mango Premium Samak/Barnyard Millet/Moraiya ? quality product for everyday use, 500 g.",Groceries,96,93,99,10,5,1101,,,,
Mango Premium Sattu Atta - 500 g,"Mango Premium Sattu Atta ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,125,121,129,10,5,1101,,,,
Mango Premium Sugar Batasha - 250 g,"Mango Premium Sugar Batasha ? natural sweetener for everyday use in food and beverages, 250 g.",Groceries,96,93,99,10,5,1701,,,,
Mango Premium Toor Dal/Toor Dal Whole - 500 g,"Mango Premium Toor Dal/Toor Dal Whole ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Premium Wheat Daliya/Lapsi - 500 g,"Mango Premium Wheat Daliya/Lapsi ? freshly milled whole wheat flour perfect for soft rotis and parathas, available in 500 g.",Groceries,57,56,59,10,5,1101,,,,
Mango Premium White Dried Peas - 500 g,"Mango Premium White Dried Peas ? effective protection against mosquitoes and insects for a peaceful night, 500 g.",Groceries,106,103,109,10,,,,,,
Mango Premium Whole Barley - 200 GM,"Mango Premium Whole Barley ? quality product for everyday use, 200 GM.",Groceries,28,27,29,10,5,1101,,,,
Mango Premium Whole Black Urad (Sabut) - 500 g,"Mango Premium Whole Black Urad (Sabut) ? quality product for everyday use, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Premium Whole Jowar/Sorghum Millets - 500 g,"Mango Premium Whole Jowar/Sorghum Millets ? quality product for everyday use, 500 g.",Groceries,57,56,59,10,5,1101,,,,
Mango Premium Whole Ragi/Finger Millet - 500 g,"Mango Premium Whole Ragi/Finger Millet ? quality product for everyday use, 500 g.",Groceries,57,56,59,10,5,1101,,,,
Mango Premium Yellow Moong Dal (Dhuli) - 500 g,"Mango Premium Yellow Moong Dal (Dhuli) ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango Red Rajma - 500 g,"Mango Red Rajma ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,145,140,149,10,5,1101,,,,
Mango Sugar Powder /Bura - 500 g,"Mango Sugar Powder /Bura ? natural sweetener for everyday use in food and beverages, 500 g.",Beauty,57,56,59,10,18,3304,,,,
Mango Urad Dal (Chilka) - 500 g,"Mango Urad Dal (Chilka) ? premium quality pulses, nutritious and easy to cook, 500 g.",Groceries,106,103,109,10,5,1101,,,,
Mango White Lima Beans/Papdi Vaal - 500 g,"Mango White Lima Beans/Papdi Vaal ? effective protection against mosquitoes and insects for a peaceful night, 500 g.",Groceries,145,140,149,10,,,,,,
Mango Whole Dried Coconut - 120 g,"Mango Whole Dried Coconut ? quality product for everyday use, 120 g.",Groceries,77,74,79,10,,,,,,
Manual Air Balloon Pump by Flyloons - 1 unit,"Manual Air Balloon Pump by Flyloons ? quality product for everyday use, 1 unit.",Sports,969,940,999,10,18,9503,,,,
"Maped Croccroc Multi-Size Pencil Sharpener (Black, Yellow)(Blister Pack) - 1 unit","Maped Croccroc Multi-Size Pencil Sharpener (Black, Yellow)(Blister Pack) ? quality product for everyday use, 1 unit.",Home,170,165,175,10,12,4820,,,,
Maped Magic Stone Crayons (Multicolour)(Blister Pack) - 12 pieces,"Maped Magic Stone Crayons (Multicolour)(Blister Pack) ? quality product for everyday use, 12 pieces.",Groceries,73,71,75,10,,,,,,
MARS Cosmetics Cosmic Hues Nail Paint (15-Polaris) - 10 ml,"MARS Cosmetics Cosmic Hues Nail Paint (15-Polaris) ? quality product for everyday use, 10 ml.",Groceries,96,93,99,10,,,,,,
MARS Cosmetics Edge of Desire Lip Liner (13-Cinnamon Roll) - 1.4 g,"MARS Cosmetics Edge of Desire Lip Liner (13-Cinnamon Roll) ? quality product for everyday use, 1.4 g.",Groceries,67,65,69,10,5,910,,,,
MARS Cosmetics Fabulash False Eyelashes (02-Classic Girl) (Black) - 1 pair,"MARS Cosmetics Fabulash False Eyelashes (02-Classic Girl) (Black) ? quality product for everyday use, 1 pair.",Groceries,96,93,99,10,,,,,,
MARS Cosmetics Ink Eyeliner Pen (Black) - 1 ml,"MARS Cosmetics Ink Eyeliner Pen (Black) ? quality product for everyday use, 1 ml.",Home,271,263,279,10,12,4820,,,,
MARS Cosmetics Lippy Top Hydrating Lip Gel (03-Tender Peach)(Tube) - 10 ml,"MARS Cosmetics Lippy Top Hydrating Lip Gel (03-Tender Peach)(Tube) ? quality product for everyday use, 10 ml.",Home,193,187,199,10,18,3808,,,,
MARS Cosmetics Makeup Travel Mirror - 1 unit,"MARS Cosmetics Makeup Travel Mirror ? premium makeup for a flawless and long-lasting look, 1 unit.",Groceries,290,281,299,10,,,,,,
MARS Cosmetics Mini Beauty Blender - 1 pack (5pcs),"MARS Cosmetics Mini Beauty Blender ? quality product for everyday use, 1 pack (5pcs).",Groceries,125,121,129,10,,,,,,
MARS Cosmetics Pizza Powder Puff - 1 pack (2 pieces),"MARS Cosmetics Pizza Powder Puff ? premium makeup for a flawless and long-lasting look, 1 pack (2 pieces).",Beauty,125,121,129,10,18,3304,,,,
MARS Cosmetics Plumping Color-Changing Lip Oil (Floral Dew) - 4.5 ml,"MARS Cosmetics Plumping Color-Changing Lip Oil (Floral Dew) ? pure cooking oil ideal for healthy and flavourful everyday cooking, 4.5 ml.",Groceries,242,234,249,10,,,,,,
MARS Cosmetics Plush Velvet Creamy Matte Lipstick (11-Strawberry Shortcake) - 3.2 g,"MARS Cosmetics Plush Velvet Creamy Matte Lipstick (11-Strawberry Shortcake) ? hydrating formula to keep your skin soft and smooth, 3.2 g.",Beauty,242,234,249,10,18,3304,,,,
MARS Cosmetics SPF50 PA++++ Cancel Concealer (06 Honey Glow) - 6 ml,"MARS Cosmetics SPF50 PA++++ Cancel Concealer (06 Honey Glow) ? natural sweetener for everyday use in food and beverages, 6 ml.",Beauty,193,187,199,10,18,3304,,,,
"Marvel 9.5"" Hulk Action Figure - 1 pack","Marvel 9.5"" Hulk Action Figure ? quality product for everyday use, 1 pack.",Sports,"1,066","1,034","1,099",10,18,9503,,,,
